category,department,brand,inventory_units,inventory_cost,inventory_retail_value,units_sold_90d,sell_through_proxy,weeks_of_supply_proxy
Sweaters,Men,Central Park,14,112.96,209.58,0,0.0,
Sweaters,Women,Kikit,14,111.57,251.86,1,0.0667,14.0
Socks,Men,Ames,14,109.9,181.86,1,0.0667,14.0
Shorts,Women,Grane,14,105.51,226.31,2,0.125,7.0
Accessories,Women,Frost Hats,14,104.18,237.86,1,0.0667,14.0
Socks,Men,Nvie Basics,14,103.07,167.86,0,0.0,
Accessories,Women,Adventure Time,14,100.76,265.86,2,0.125,7.0
Intimates,Women,Slim N Lift,14,98.02,181.86,1,0.0667,14.0
Swim,Women,The Saress,14,97.17,209.86,0,0.0,
Accessories,Women,Ear Mitts; EarMitts,14,94.75,252.0,0,0.0,
Shorts,Women,Moontree,14,92.17,191.97,2,0.125,7.0
Maternity,Women,Berkshire,14,91.58,214.72,0,0.0,
Sleep & Lounge,Men,GM,14,91.08,209.86,0,0.0,
Plus,Women,La Fiorentina,14,89.66,181.86,1,0.0667,14.0
Accessories,Women,Bungalow,14,88.2,223.86,0,0.0,
Tops & Tees,Women,Chemisettes by Anne,14,88.17,151.0,0,0.0,
Underwear,Men,FREEGUN,14,87.75,181.3,0,0.0,
Maternity,Women,Leonisa,14,87.57,210.0,2,0.125,7.0
Socks & Hosiery,Women,Ilitia,14,86.55,205.94,1,0.0667,14.0
Swim,Women,Black Diamond,14,85.87,203.0,0,0.0,
Pants & Capris,Women,BonWorth,14,85.11,167.86,0,0.0,
Dresses,Women,FineBrandShop,14,84.01,173.6,0,0.0,
Tops & Tees,Men,ililily,14,82.66,139.86,0,0.0,
Plus,Women,Foot Traffice,14,79.25,170.8,0,0.0,
Accessories,Women,Quirinos,14,78.49,209.86,0,0.0,
Accessories,Women,Echomerx,14,76.44,196.0,1,0.0667,14.0
Socks & Hosiery,Women,tabbisocks,14,70.2,181.86,1,0.0667,14.0
Plus,Women,Teramasu,14,68.95,139.58,1,0.0667,14.0
Shorts,Women,Disney,14,67.76,140.0,2,0.125,7.0
Accessories,Women,Peach Couture,14,67.11,165.7,1,0.0667,14.0
Intimates,Women,Spicy Spot,14,67.08,138.6,4,0.2222,3.5
Socks & Hosiery,Women,Aerosoles,14,61.22,160.86,3,0.1765,4.67
Active,Men,Heritage,14,60.14,139.86,0,0.0,
Socks & Hosiery,Women,VH Apparel - Kissables,14,57.75,160.86,0,0.0,
Socks,Men,ThatsRad,14,57.74,97.86,3,0.1765,4.67
Accessories,Women,Go Gloves,14,56.53,151.3,2,0.125,7.0
Socks & Hosiery,Women,Life Is Good,14,54.05,140.0,2,0.125,7.0
Intimates,Women,Dickies,14,52.84,97.86,1,0.0667,14.0
Socks & Hosiery,Women,Zulu LAX,14,52.75,125.86,2,0.125,7.0
Socks & Hosiery,Women,boxed-gifts,14,51.66,140.0,0,0.0,
Socks & Hosiery,Women,Excell,14,49.89,111.86,2,0.125,7.0
Plus,Women,Blue Q,14,47.06,89.46,2,0.125,7.0
Socks,Men,Trenway Textiles,14,45.86,72.8,0,0.0,
Active,Women,007Lingerie,14,45.02,111.72,0,0.0,
Socks,Men,Medi,14,39.64,68.46,0,0.0,
Swim,Women,DG Eyewear,14,37.57,83.3,1,0.0667,14.0
Accessories,Women,Gloves Online,14,25.02,69.3,2,0.125,7.0
Socks & Hosiery,Women,HDE,14,19.58,55.3,0,0.0,
Pants & Capris,Women,True Religion,13,2608.34,5278.82,1,0.0714,13.0
Sweaters,Men,Overland Sheepskin Co,13,2148.67,4394.0,1,0.0714,13.0
Jeans,Men,D&G Dolce & Gabbana,13,1799.86,3119.35,1,0.0714,13.0
Suits & Sport Coats,Men,GUESS by Marciano,13,1701.34,4264.0,2,0.1333,6.5
Outerwear & Coats,Men,Spyder,13,1413.47,3249.35,1,0.0714,13.0
Jeans,Men,J BRAND,13,1366.65,2717.0,0,0.0,
Jeans,Women,MiH Jeans,13,1366.59,2412.0,0,0.0,
Tops & Tees,Women,Patterson J. Kincaid,13,1232.4,2054.0,0,0.0,
Accessories,Men,Canada Goose,13,1225.57,2925.0,0,0.0,
Plus,Women,Costa Del Mar,13,1186.42,2456.35,1,0.0714,13.0
Outerwear & Coats,Women,phistic,13,1152.67,2629.87,3,0.1875,4.33
Suits & Sport Coats,Men,Arc'teryx,13,1122.76,2587.0,0,0.0,
Active,Men,Outdoor Research,13,1079.91,2535.0,1,0.0714,13.0
Skirts,Women,VIPARO,13,1049.47,2469.35,4,0.2353,3.25
Outerwear & Coats,Women,Lilly Pulitzer,13,1024.95,2054.0,0,0.0,
Sweaters,Men,Farah,13,1021.23,2132.0,1,0.0714,13.0
Suits & Sport Coats,Men,Threads4Thought,13,1015.85,2314.0,0,0.0,
Pants,Men,Spyder,13,935.69,1949.35,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Akomplice,13,907.92,1560.0,0,0.0,
Pants,Men,Jet Lag,13,888.87,1958.0,0,0.0,
Sweaters,Men,Makia,13,865.55,1807.0,0,0.0,
Blazers & Jackets,Women,Patterson J. Kincaid,13,824.8,1949.87,1,0.0714,13.0
Jeans,Men,MEK Denim,13,804.04,1459.0,0,0.0,
Sleep & Lounge,Women,Sassimi,13,803.46,1447.68,1,0.0714,13.0
Pants & Capris,Women,Affliction,13,789.5,1585.35,1,0.0714,13.0
Outerwear & Coats,Men,Brooks,13,766.94,1755.0,0,0.0,
Maternity,Women,!it Jeans,13,753.45,1553.5,0,0.0,
Blazers & Jackets,Women,GUESS,13,752.28,1924.0,1,0.0714,13.0
Jeans,Women,prAna,13,732.3,1287.0,1,0.0714,13.0
Sleep & Lounge,Women,Softies by Paddi Murphy,13,730.94,1253.0,0,0.0,
Clothing Sets,Women,Kiyonna,13,698.98,1144.0,0,0.0,
Fashion Hoodies & Sweatshirts,Men,10 Deep,13,697.3,1351.35,1,0.0714,13.0
Pants & Capris,Women,Tadashi Shoji,13,670.15,1364.87,0,0.0,
Jumpsuits & Rompers,Women,Stella & Jamie,13,645.59,1220.58,0,0.0,
Sleep & Lounge,Women,Brigi Pj's,13,623.39,1027.0,0,0.0,
Sweaters,Men,Faconnable Tailored Denim,13,618.71,1187.55,0,0.0,
Accessories,Women,Ralph Lauren,13,612.27,1372.8,2,0.1333,6.5
Blazers & Jackets,Women,Robbi & Nikki,13,609.77,1722.5,0,0.0,
Plus,Women,Barmah Hats,13,588.59,1092.0,3,0.1875,4.33
Fashion Hoodies & Sweatshirts,Men,TRUKFIT,13,572.39,962.0,1,0.0714,13.0
Intimates,Women,Bracli,13,565.69,1104.87,1,0.0714,13.0
Pants & Capris,Women,Lisse Leggings,13,556.69,1014.0,1,0.0714,13.0
Accessories,Women,Pendleton,13,544.57,1534.0,0,0.0,
Outerwear & Coats,Women,XOXO,13,538.18,1275.3,0,0.0,
Sleep & Lounge,Women,Turquoise,13,531.04,904.67,0,0.0,
Tops & Tees,Women,Ulla Popken,13,530.13,897.0,4,0.2353,3.25
Accessories,Men,Tilley,13,525.31,1365.0,2,0.1333,6.5
Jeans,Men,Alpinestars,13,523.38,951.6,1,0.0714,13.0
Accessories,Men,Gaspar Gloves,13,514.8,1144.0,0,0.0,
Skirts,Women,MAXSTUDIO,13,514.7,1274.0,0,0.0,
Fashion Hoodies & Sweatshirts,Men,7 Diamonds,13,514.53,1027.0,1,0.0714,13.0
Shorts,Men,Joseph Abboud,13,487.73,1014.0,0,0.0,
Tops & Tees,Men,Enro,13,479.76,903.5,0,0.0,
Outerwear & Coats,Women,Bench,13,477.54,1056.51,1,0.0714,13.0
Intimates,Women,Rosa Faia by Anita,13,475.41,897.0,0,0.0,
Sweaters,Men,Saucony,13,472.16,1040.0,2,0.1333,6.5
Jeans,Men,Dylan George,13,469.95,975.0,1,0.0714,13.0
Suits & Sport Coats,Men,SanMar,13,452.12,1208.87,1,0.0714,13.0
Accessories,Men,Stetson,13,450.22,1014.0,1,0.0714,13.0
Pants,Men,Saucony,13,434.72,1040.0,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Swill,13,432.74,741.0,0,0.0,
Skirts,Women,Bloomingdale's Now,13,431.55,1039.87,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Men,Bayside Apparel,13,430.52,816.92,2,0.1333,6.5
Clothing Sets,Women,Calvin Klein,13,427.7,650.0,1,0.0714,13.0
Shorts,Women,Desigual,13,416.72,909.87,0,0.0,
Shorts,Men,Nantucket Brand,13,416.16,837.0,1,0.0714,13.0
Jeans,Men,Worn Jeans,13,413.12,779.48,0,0.0,
Shorts,Women,Diesel,13,410.3,813.75,1,0.0714,13.0
Accessories,Men,Native Eyewear,13,408.9,1048.45,1,0.0714,13.0
Underwear,Men,Cool-jams Wicking Sleepwear,13,402.22,845.0,1,0.0714,13.0
Leggings,Women,Karen Kane,13,396.26,687.96,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Men,Andrew Christian,13,395.01,767.0,1,0.0714,13.0
Accessories,Men,Barmah Hats,13,392.42,1014.0,3,0.1875,4.33
Active,Women,Hocosa of Switzerland,13,390.0,1040.0,2,0.1333,6.5
Shorts,Men,Timberland,13,389.22,780.0,0,0.0,
Underwear,Men,Spanx,13,389.06,754.0,1,0.0714,13.0
Outerwear & Coats,Women,Democracy,13,370.4,884.0,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Women,Hatley,13,369.89,818.35,0,0.0,
Accessories,Men,John Varvatos Star USA,13,366.6,975.0,2,0.1333,6.5
Sweaters,Women,KUT from the Kloth,13,355.3,752.7,2,0.1333,6.5
Active,Women,CEP,13,349.45,875.81,1,0.0714,13.0
Active,Men,IZOD,13,347.1,780.0,0,0.0,
Intimates,Women,Saucony,13,344.37,658.45,1,0.0714,13.0
Outerwear & Coats,Women,Harley-Davidson,13,344.18,688.35,1,0.0714,13.0
Plus,Women,Cashmere HS,13,340.63,623.87,2,0.1333,6.5
Tops & Tees,Women,Michael Stars,13,333.47,580.75,1,0.0714,13.0
Plus,Women,Tifosi,13,331.34,702.0,1,0.0714,13.0
Outerwear & Coats,Men,Vista,13,322.94,684.19,1,0.0714,13.0
Sweaters,Men,DC,13,322.2,664.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Democracy,13,322.07,710.97,1,0.0714,13.0
Shorts,Men,Reyn Spooner,13,311.49,637.0,1,0.0714,13.0
Sleep & Lounge,Women,Big Feet Pjs,13,307.76,519.87,1,0.0714,13.0
Accessories,Men,Trafalgar,13,307.32,780.0,1,0.0714,13.0
Skirts,Women,Ulla Popken,13,306.07,702.0,0,0.0,
Jeans,Men,CINCH,13,302.91,558.87,1,0.0714,13.0
Sweaters,Women,French Connection,13,301.98,720.72,1,0.0714,13.0
Fashion Hoodies & Sweatshirts,Women,Port Authority,13,298.14,632.19,4,0.2353,3.25
Leggings,Women,Taillissime,13,293.85,454.87,3,0.1875,4.33
Skirts,Women,Neon Buddha,13,292.03,832.0,0,0.0,
Outerwear & Coats,Men,Rivers' End,13,291.79,649.87,1,0.0714,13.0
Shorts,Men,KAVU,13,291.59,584.35,0,0.0,
Tops & Tees,Men,Hot Chillys,13,281.31,480.87,1,0.0714,13.0
Swim,Women,Beauty and the Beach Blue Label,13,280.08,619.87,0,0.0,
Pants,Men,Affazy,13,279.14,572.0,2,0.1333,6.5
Pants,Men,Boulder Creek,13,276.57,649.22,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Men,Ride,13,272.95,485.68,2,0.1333,6.5
Tops & Tees,Men,Crooks and Castles,13,271.44,468.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Famous Stars and Straps,13,267.07,624.0,0,0.0,
Tops & Tees,Men,HUGO BOSS,13,265.36,468.0,1,0.0714,13.0
Pants & Capris,Women,Body Wrappers,13,259.09,483.5,1,0.0714,13.0
Accessories,Women,Lodis,13,257.96,612.8,1,0.0714,13.0
Accessories,Women,Ray-Ban Junior,13,257.76,669.5,0,0.0,
Shorts,Women,Hard Tail,13,246.25,546.0,1,0.0714,13.0
Tops & Tees,Men,KingSize,13,245.57,418.34,0,0.0,
Socks,Men,Casual Socks,13,242.37,383.5,1,0.0714,13.0
Blazers & Jackets,Women,ROPA VOGA,13,242.06,637.0,2,0.1333,6.5
Maternity,Women,Nursing Mamas,13,238.99,532.0,2,0.1333,6.5
Jeans,Women,Funfash,13,238.95,454.87,3,0.1875,4.33
Tops & Tees,Men,Chaps,13,237.23,427.44,0,0.0,
Shorts,Men,Independent,13,236.48,467.35,1,0.0714,13.0
Shorts,Women,Lauren by Ralph Lauren,13,235.5,519.87,1,0.0714,13.0
Socks,Men,icebreaker,13,234.18,396.24,1,0.0714,13.0
Shorts,Women,Hook & TackleÂ®,13,230.16,454.87,1,0.0714,13.0
Swim,Women,Corona,13,228.02,558.87,0,0.0,
Intimates,Women,Terramar,13,225.04,389.35,0,0.0,
Tops & Tees,Women,David's Bridal,13,221.68,377.0,2,0.1333,6.5
Plus,Women,Coal,13,219.65,416.0,2,0.1333,6.5
Intimates,Women,KISSABLE,13,216.48,389.35,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Men,Charles River Apparel,13,216.15,428.87,0,0.0,
Jeans,Women,UNIONBAY,13,215.21,389.87,1,0.0714,13.0
Accessories,Women,Michael Stars,13,213.85,493.87,0,0.0,
Swim,Men,Jor,13,213.3,364.0,2,0.1333,6.5
Plus,Women,BOOTIGHTS,13,212.55,390.0,1,0.0714,13.0
Fashion Hoodies & Sweatshirts,Women,UNIONBAY,13,209.66,416.0,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Women,Candies,13,207.3,442.0,2,0.1333,6.5
Suits & Sport Coats,Men,Hot Topic,13,201.81,513.5,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Women,J. America,13,200.14,460.94,1,0.0714,13.0
Swim,Women,La Palapa,13,199.78,442.0,1,0.0714,13.0
Skirts,Women,Purpura Erizo,13,197.04,535.87,1,0.0714,13.0
Swim,Women,Planet Earth,13,196.18,428.35,2,0.1333,6.5
Skirts,Women,Blanks Plus,13,192.21,441.87,1,0.0714,13.0
Pants & Capris,Women,Ellen Tracy,13,190.3,349.18,2,0.1333,6.5
Active,Women,August Silk,13,183.37,455.0,1,0.0714,13.0
Accessories,Women,DeepPocket,13,182.53,480.35,2,0.1333,6.5
Tops & Tees,Women,Dickies Girl,13,180.37,325.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Nintendo,13,178.04,363.35,1,0.0714,13.0
Skirts,Women,Mimi San,13,177.53,459.87,0,0.0,
Tops & Tees,Women,ArtsyClothingCompany,13,176.77,324.35,3,0.1875,4.33
Tops & Tees,Women,MJ Soffe,13,176.15,325.0,3,0.1875,4.33
Shorts,Women,Sons of Anarchy,13,173.93,363.87,2,0.1333,6.5
Socks & Hosiery,Women,Plush,13,172.41,435.37,0,0.0,
Intimates,Women,Josie by Natori,13,172.4,324.0,3,0.1875,4.33
Skirts,Women,The Magic Scarf Company,13,172.12,421.75,2,0.1333,6.5
Dresses,Women,PinkClubwear,13,171.95,415.35,0,0.0,
Plus,Women,deLux,13,170.72,376.87,2,0.1333,6.5
Leggings,Women,Soft-Fit,13,168.92,259.87,1,0.0714,13.0
Pants & Capris,Women,Hanes,13,167.54,312.0,0,0.0,
Shorts,Women,CJ by Cookie Johnson,13,166.73,325.0,2,0.1333,6.5
Underwear,Men,Andrew Christian,13,165.1,325.0,3,0.1875,4.33
Tops & Tees,Women,Tokidoki,13,165.05,312.0,0,0.0,
Pants,Men,Generra,13,164.81,357.5,1,0.0714,13.0
Leggings,Women,Hot from Hollywood,13,161.8,285.87,0,0.0,
Leggings,Women,E2E,13,161.64,259.87,0,0.0,
Blazers & Jackets,Women,dollhouse,13,154.3,376.35,1,0.0714,13.0
Active,Women,LAT Sportswear,13,150.4,323.44,0,0.0,
Skirts,Women,Planet Earth,13,149.09,376.48,2,0.1333,6.5
Socks & Hosiery,Women,Brookstone,13,148.59,390.0,0,0.0,
Underwear,Men,Wrangler,13,146.87,325.0,0,0.0,
Leggings,Women,alight,13,146.83,259.87,0,0.0,
Socks & Hosiery,Women,Eurosock,13,145.6,325.0,2,0.1333,6.5
Plus,Women,Hot Chillys,13,145.02,299.0,3,0.1875,4.33
Fashion Hoodies & Sweatshirts,Women,Amnesty International,13,144.98,324.35,0,0.0,
Intimates,Women,Intimates,13,143.67,259.87,2,0.1333,6.5
Shorts,Men,Walls,13,142.95,293.54,0,0.0,
Intimates,Women,Full Tilt,13,142.93,259.87,2,0.1333,6.5
Fashion Hoodies & Sweatshirts,Women,URBAN,13,140.02,324.87,3,0.1875,4.33
Accessories,Women,Dakota,13,134.55,299.0,1,0.0714,13.0
Active,Women,Harmonie,13,134.01,344.5,0,0.0,
Intimates,Women,Delta Burke,13,129.68,259.87,0,0.0,
Underwear,Men,SEOBEAN,13,127.56,286.0,1,0.0714,13.0
Socks & Hosiery,Women,ToeSox,13,127.3,361.66,1,0.0714,13.0
Underwear,Men,Slimming Tees,13,125.26,259.87,0,0.0,
Blazers & Jackets,Women,ANS,13,121.38,343.85,2,0.1333,6.5
Socks,Men,Ames Walker,13,118.69,207.87,0,0.0,
Socks,Men,Kirkland Signature,13,117.9,194.87,0,0.0,
Shorts,Women,Kirra,13,117.72,259.87,1,0.0714,13.0
Intimates,Women,C.C. World,13,115.07,220.87,1,0.0714,13.0
Sleep & Lounge,Men,Wxy,13,114.68,324.87,1,0.0714,13.0
Leggings,Women,B. B. Jeans Fashion,13,110.57,195.0,2,0.1333,6.5
Leggings,Women,Red Dot,13,108.34,177.32,1,0.0714,13.0
Plus,Women,HOT,13,105.62,194.87,0,0.0,
Active,Men,Anvil,13,104.74,244.14,1,0.0714,13.0
Accessories,Women,Cowboy Shop,13,104.38,240.5,2,0.1333,6.5
Accessories,Men,Headchange,13,101.15,259.35,0,0.0,
Suits & Sport Coats,Men,King Fromal Wear,13,96.15,259.87,0,0.0,
Plus,Women,Cashmere Int,13,95.52,191.69,1,0.0714,13.0
Active,Women,Alki'i,13,94.98,246.87,0,0.0,
Sweaters,Women,MTC,13,92.76,194.87,1,0.0714,13.0
Shorts,Women,HEART SOUL,13,92.62,195.0,0,0.0,
Accessories,Women,Jessica Simpson,13,90.74,242.95,0,0.0,
Plus,Women,Jacques Moret,13,86.29,168.87,0,0.0,
Fashion Hoodies & Sweatshirts,Men,LabelShopper,13,85.79,168.87,1,0.0714,13.0
Pants & Capris,Women,Aqua,13,85.35,155.74,3,0.1875,4.33
Tops & Tees,Women,Next Level Apparel,13,83.08,155.87,3,0.1875,4.33
Accessories,Women,Hilton Bay,13,82.63,220.35,0,0.0,
Plus,Women,eyewear,13,80.84,171.99,0,0.0,
Active,Women,Injinji,13,80.6,185.5,5,0.2778,2.6
Active,Women,Toezies,13,80.54,195.0,1,0.0714,13.0
Socks,Men,Dr. Comfort,13,76.36,129.87,1,0.0714,13.0
Accessories,Men,Nintendo,13,75.46,207.87,3,0.1875,4.33
Active,Men,Mascot,13,72.45,168.87,0,0.0,
Accessories,Women,Fox River Socks,13,70.26,168.48,2,0.1333,6.5
Accessories,Men,Ducti,13,69.99,189.15,1,0.0714,13.0
Plus,Women,SWG EYEWEARÂ®,13,61.91,136.37,1,0.0714,13.0
Accessories,Men,Wigwam,13,61.64,168.87,0,0.0,
Socks & Hosiery,Women,PACT,13,60.32,156.0,1,0.0714,13.0
Accessories,Women,The Little Alpaca's House,13,59.58,142.87,1,0.0714,13.0
Plus,Women,Turtle Fur,13,59.22,116.35,1,0.0714,13.0
Intimates,Women,Bundle Monster,13,57.92,113.87,2,0.1333,6.5
Leggings,Women,Star Ride,13,54.07,90.87,0,0.0,
Accessories,Women,Coloriffics,13,53.93,134.95,1,0.0714,13.0
Accessories,Men,106Shades,13,50.06,128.7,1,0.0714,13.0
Accessories,Men,Croakies,13,43.47,116.22,2,0.1333,6.5
Active,Women,Palmetto Fundraising,13,11.91,25.35,1,0.0714,13.0
Fashion Hoodies & Sweatshirts,Men,The North Face,12,6295.72,10836.0,0,0.0,
Shorts,Men,Jordan,12,5450.51,10836.0,2,0.1429,6.0
Outerwear & Coats,Men,Jordan,12,4908.71,10836.0,0,0.0,
Outerwear & Coats,Women,Bergama,12,3680.95,8999.88,2,0.1429,6.0
Outerwear & Coats,Men,Faconnable,12,2918.7,6900.0,1,0.0769,12.0
Outerwear & Coats,Men,Andrew Marc,12,2471.64,5748.0,0,0.0,
Intimates,Women,Fleur Of England,12,1720.57,3186.24,3,0.2,4.0
Fashion Hoodies & Sweatshirts,Men,FactoryExtreme,12,1534.25,2867.76,1,0.0769,12.0
Jeans,Men,Citizens of Humanity,12,1266.23,2453.0,3,0.2,4.0
Pants & Capris,Women,Marc by Marc Jacobs,12,1168.5,2159.88,0,0.0,
Maternity,Women,French Connection,12,1160.06,2736.0,2,0.1429,6.0
Sleep & Lounge,Men,GPUFashion,12,1148.1,2580.0,0,0.0,
Sweaters,Men,Nantucket Brand,12,1146.6,2340.0,1,0.0769,12.0
Pants,Men,Vivienne Westwood,12,1094.34,2410.44,0,0.0,
Pants & Capris,Women,Joe's Jeans,12,1018.06,2028.0,4,0.25,3.0
Shorts,Women,Wildfox Couture,12,975.02,1776.0,2,0.1429,6.0
Pants,Men,Earnest Sewn,12,958.04,2107.0,0,0.0,
Active,Women,Lilly Pulitzer,12,938.5,2256.0,0,0.0,
Suits & Sport Coats,Men,Fred Perry,12,918.54,2268.0,0,0.0,
Sweaters,Men,Citizen,12,888.4,1679.4,2,0.1429,6.0
Plus,Women,Maui Jim,12,857.19,1748.4,1,0.0769,12.0
Fashion Hoodies & Sweatshirts,Men,Salomon,12,842.4,1560.0,2,0.1429,6.0
Fashion Hoodies & Sweatshirts,Men,Michael Kors,12,826.5,1500.0,0,0.0,
Outerwear & Coats,Women,Ralph Lauren,12,826.14,1799.88,2,0.1429,6.0
Jeans,Men,J.C. Rags,12,784.84,1548.0,1,0.0769,12.0
Outerwear & Coats,Men,Burk's Bay,12,784.64,1799.64,1,0.0769,12.0
Pants & Capris,Women,Theory,12,781.44,1499.88,0,0.0,
Sweaters,Men,Obermeyer,12,778.55,1554.0,1,0.0769,12.0
Sweaters,Men,Hollister,12,777.6,1440.0,2,0.1429,6.0
Leggings,Women,Rich & Skinny,12,750.95,1279.0,0,0.0,
Suits & Sport Coats,Men,PEERLESS,12,742.02,1788.0,2,0.1429,6.0
Outerwear & Coats,Women,Calvin Klein Jeans,12,722.98,1794.0,0,0.0,
Sweaters,Women,Neon Buddha,12,697.79,1404.0,1,0.0769,12.0
Socks & Hosiery,Women,KD dance,12,694.82,1919.4,0,0.0,
Active,Men,Mitchell & Ness,12,690.23,1679.4,0,0.0,
Sweaters,Men,Nat Nast,12,687.87,1500.0,2,0.1429,6.0
Skirts,Women,True Religion,12,685.71,1799.76,2,0.1429,6.0
Pants,Men,Tommy Bahama,12,664.1,1416.0,1,0.0769,12.0
Pants,Men,Ariat,12,658.68,1347.0,1,0.0769,12.0
Sweaters,Men,Apparel,12,639.6,1200.0,1,0.0769,12.0
Underwear,Men,True Religion,12,604.56,1320.0,1,0.0769,12.0
Leggings,Women,Sanctuary,12,581.86,1056.0,0,0.0,
Sweaters,Men,Theory,12,571.14,1199.88,0,0.0,
Outerwear & Coats,Men,West End,12,566.12,1199.4,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Gongshow,12,565.05,959.88,0,0.0,
Dresses,Women,Neon Buddha,12,553.9,1176.0,1,0.0769,12.0
Sweaters,Women,Parkhurst,12,548.31,1176.0,2,0.1429,6.0
Plus,Women,Jessica Howard,12,544.75,1199.88,1,0.0769,12.0
Pants,Men,Halsey,12,539.28,1260.0,1,0.0769,12.0
Pants,Men,Tori Richard,12,511.15,1104.0,2,0.1429,6.0
Outerwear & Coats,Men,GRUNDENS,12,510.84,1080.0,0,0.0,
Skirts,Women,Eileen Fisher,12,505.15,1199.88,2,0.1429,6.0
Shorts,Men,Joe's Jeans,12,503.39,1062.0,1,0.0769,12.0
Fashion Hoodies & Sweatshirts,Men,KidRobot,12,499.5,900.0,0,0.0,
Skirts,Women,Sean Collection,12,496.58,1188.0,0,0.0,
Clothing Sets,Women,VA VA VOOM,12,493.01,839.88,3,0.2,4.0
Tops & Tees,Men,Lacoste,12,490.0,868.0,0,0.0,
Sweaters,Men,G by GUESS,12,469.35,894.0,1,0.0769,12.0
Intimates,Women,N-Fini,12,463.02,935.4,1,0.0769,12.0
Pants,Men,Greystone,12,455.12,938.4,1,0.0769,12.0
Sleep & Lounge,Men,KingSize,12,454.3,1198.68,0,0.0,
Intimates,Women,Stockings and Romance,12,446.16,780.0,1,0.0769,12.0
Jeans,Women,Jones New York,12,442.15,828.0,0,0.0,
Plus,Women,Smith,12,437.72,887.88,0,0.0,
Pants,Men,Filson,12,432.0,960.0,2,0.1429,6.0
Intimates,Women,Free People,12,429.22,816.0,1,0.0769,12.0
Intimates,Women,Ann Michell,12,427.62,860.4,2,0.1429,6.0
Active,Men,Fred Perry,12,423.3,1020.0,4,0.25,3.0
Tops & Tees,Women,Aryn K,12,422.75,774.0,1,0.0769,12.0
Active,Women,Splendid,12,421.34,1056.0,1,0.0769,12.0
Skirts,Women,Lilly Pulitzer,12,407.11,1079.88,1,0.0769,12.0
Tops & Tees,Men,Kuhl,12,402.6,660.0,0,0.0,
Skirts,Women,bebe,12,399.43,1068.0,0,0.0,
Fashion Hoodies & Sweatshirts,Women,Kalon,12,397.76,773.88,2,0.1429,6.0
Pants,Men,Icebreaker,12,396.81,935.88,0,0.0,
Fashion Hoodies & Sweatshirts,Men,Obey,12,393.12,701.5,1,0.0769,12.0
Suits & Sport Coats,Men,Ed Garments,12,385.15,899.88,1,0.0769,12.0
Fashion Hoodies & Sweatshirts,Women,Blanks,12,384.17,770.49,1,0.0769,12.0
Outerwear & Coats,Men,JOHN DEERE,12,382.99,959.88,0,0.0,
Fashion Hoodies & Sweatshirts,Men,NBC Universal,12,380.82,719.88,3,0.2,4.0
Sleep & Lounge,Men,HodoHome Loungewear,12,379.0,1079.76,1,0.0769,12.0
Shorts,Women,BB Dakota,12,373.61,740.0,0,0.0,
Fashion Hoodies & Sweatshirts,Men,DC Shoes,12,369.6,660.0,1,0.0769,12.0
Active,Women,Hard Tail,12,367.87,839.88,0,0.0,
Tops & Tees,Women,PJ Harlow,12,365.4,600.0,1,0.0769,12.0
Pants,Men,Akademiks,12,360.96,768.0,1,0.0769,12.0
Suits & Sport Coats,Men,FLATSEVEN,12,358.19,875.76,1,0.0769,12.0
Sleep & Lounge,Men,Chap,12,356.16,960.0,0,0.0,
Sweaters,Men,Ecko Unltd.,12,355.57,714.0,2,0.1429,6.0
Shorts,Men,Helly Hansen,12,353.85,779.4,1,0.0769,12.0
Pants,Men,Gold Series,12,347.0,714.0,0,0.0,
Dresses,Women,Connected,12,342.72,720.0,0,0.0,
Shorts,Men,Throwdown,12,341.96,708.0,0,0.0,
Sweaters,Women,Brandy Melville,12,335.66,756.0,1,0.0769,12.0
Shorts,Women,Rebecca Minkoff,12,331.34,670.74,2,0.1429,6.0
Sweaters,Men,Swill,12,330.06,658.8,0,0.0,
Blazers & Jackets,Women,Aryn K,12,326.99,874.0,0,0.0,
Jumpsuits & Rompers,Women,Vintage,12,326.43,585.0,0,0.0,
Tops & Tees,Men,Charles River Apparel,12,322.85,539.88,0,0.0,
Sleep & Lounge,Women,Sleepyheads,12,304.02,540.0,2,0.1429,6.0
Suits & Sport Coats,Men,Montique,12,303.2,839.88,2,0.1429,6.0
Sweaters,Men,Knox Armory,12,300.74,655.2,0,0.0,
Plus,Women,Fossil,12,298.32,660.0,1,0.0769,12.0
Active,Women,Roxy,12,293.71,719.88,0,0.0,
Pants,Men,Alfani,12,292.8,600.0,0,0.0,
