brand,category,department,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
DC,Sweaters,Men,6,307.0,148.36,158.64,0.5168
Trump,Tops & Tees,Men,9,359.91,201.51,158.4,0.4401
UR,Accessories,Men,6,262.5,104.11,158.39,0.6034
Enjoi,Swim,Men,8,439.6,281.34,158.26,0.36
Tripp NYC,Jeans,Women,6,335.94,177.71,158.23,0.471
Under Armour,Accessories,Men,3,284.97,126.81,158.16,0.555
My Michelle,Skirts,Women,7,271.0,113.15,157.85,0.5825
Marmot,Shorts,Women,5,325.0,167.37,157.63,0.485
Red Engine,Shorts,Women,12,309.06,151.47,157.59,0.5099
Lauren by Ralph Lauren,Pants & Capris,Women,5,327.56,170.02,157.54,0.481
Donna Karan,Socks & Hosiery,Women,8,262.0,104.54,157.46,0.601
Blue Star Inc,Tops & Tees,Men,16,357.6,200.19,157.41,0.4402
Levi's,Leggings,Women,10,403.49,246.13,157.36,0.39
Hard Tail,Active,Women,4,279.96,122.62,157.34,0.562
Stella,Leggings,Women,16,399.84,242.65,157.19,0.3931
City Lights,Clothing Sets,Women,2,399.9,242.74,157.16,0.393
Famous Stars and Straps,Tops & Tees,Men,15,360.0,202.84,157.16,0.4366
525 America,Sweaters,Women,5,265.0,107.85,157.15,0.593
7 Diamonds,Jeans,Men,3,308.97,152.01,156.96,0.508
Boulder Creek,Shorts,Men,7,310.73,153.81,156.92,0.505
Bus Stop,Leggings,Women,9,417.91,261.02,156.89,0.3754
Michael Stars,Tops & Tees,Women,8,367.75,211.11,156.64,0.4259
Weber's Leather,Intimates,Women,13,351.47,194.99,156.48,0.4452
Affliction,Sweaters,Men,6,347.7,191.24,156.47,0.45
Huafeng,Plus,Women,6,294.0,137.59,156.41,0.532
Neon Buddha,Pants & Capris,Women,8,344.0,187.64,156.36,0.4545
RD Style,Leggings,Women,8,352.0,196.06,155.94,0.443
Dickies,Fashion Hoodies & Sweatshirts,Women,9,315.54,159.66,155.88,0.494
INC International Concepts,Pants,Men,6,270.0,114.21,155.79,0.577
Cameo,Accessories,Men,10,243.9,88.13,155.77,0.6387
Panache,Plus,Women,5,340.0,184.28,155.72,0.458
GUESS,Swim,Women,4,260.0,104.52,155.48,0.598
Lizatards,Active,Men,15,282.0,126.58,155.42,0.5511
Magic Suit,Maternity,Women,3,300.0,144.6,155.4,0.518
Dylan George,Jeans,Men,4,300.0,144.6,155.4,0.518
Johnstons of Elgin,Plus,Women,5,310.0,154.69,155.31,0.501
PUMA,Underwear,Men,11,296.0,140.75,155.25,0.5245
I-pink,Intimates,Women,12,331.88,176.76,155.12,0.4674
Vobaga,Blazers & Jackets,Women,5,247.95,92.89,155.06,0.6254
Leon Levin,Sweaters,Women,4,259.8,104.96,154.84,0.596
Analog,Jeans,Men,5,325.0,170.3,154.7,0.476
Ecoscapes,Accessories,Women,14,253.91,99.28,154.63,0.609
Flex-Zone,Pants,Men,7,279.93,125.41,154.52,0.552
SpongeBob SquarePants,Sleep & Lounge,Men,5,250.0,95.5,154.5,0.618
Krazy,Jumpsuits & Rompers,Women,7,313.93,159.45,154.48,0.4921
Blue Line,Underwear,Men,24,291.36,136.94,154.42,0.53
Glamour,Fashion Hoodies & Sweatshirts,Men,7,321.65,167.26,154.39,0.48
MJ Soffe,Fashion Hoodies & Sweatshirts,Women,11,275.0,120.63,154.37,0.5614
Ambiguous,Sweaters,Men,4,303.8,149.47,154.33,0.508
UjENA,Clothing Sets,Women,4,383.4,229.27,154.13,0.402
Element,Shorts,Women,11,298.91,144.9,154.01,0.5152
GUESS,Tops & Tees,Women,6,354.0,200.01,153.99,0.435
Minecraft,Fashion Hoodies & Sweatshirts,Men,7,349.93,195.96,153.97,0.44
Blanks,Fashion Hoodies & Sweatshirts,Women,5,306.81,152.9,153.91,0.5017
Fossil,Accessories,Men,8,268.0,114.18,153.82,0.5739
2b by bebe,Leggings,Women,13,389.35,235.56,153.79,0.395
Beauty and the Beach Blue Label,Swim,Women,6,279.94,126.33,153.61,0.5487
Merrell,Sweaters,Women,3,297.0,143.45,153.55,0.517
Hawke & Co,Active,Men,10,250.0,96.55,153.45,0.6138
Alki'i,Accessories,Women,21,254.79,101.35,153.44,0.6022
Dapper World,Leggings,Women,28,378.0,224.7,153.3,0.4056
Citizens of Humanity,Jeans,Women,2,316.0,162.74,153.26,0.485
Royal Robbins,Sweaters,Men,4,339.8,186.55,153.25,0.451
Style & Co.,Shorts,Women,11,325.47,172.26,153.21,0.4707
Boca,Sleep & Lounge,Women,12,391.0,237.83,153.17,0.3917
Woolrich,Skirts,Women,4,236.0,83.07,152.93,0.648
Threadless,Fashion Hoodies & Sweatshirts,Women,5,297.5,144.59,152.91,0.514
Gold Series,Pants,Men,5,297.5,144.59,152.91,0.514
Hollywood Star Fashion,Active,Women,8,249.0,96.14,152.86,0.6139
DGK,Active,Men,4,259.96,107.36,152.6,0.587
Eliana,Swim,Women,11,250.77,98.19,152.58,0.6084
N2N,Swim,Men,11,370.0,217.44,152.56,0.4123
Throwdown,Shorts,Men,5,295.0,142.48,152.52,0.517
Elvis,Sleep & Lounge,Men,4,239.8,87.29,152.51,0.636
Cashmere HS,Plus,Women,7,335.93,183.42,152.51,0.454
Ecko Unltd.,Tops & Tees,Men,14,350.0,197.55,152.45,0.4356
Jolt,Shorts,Women,12,314.92,162.6,152.32,0.4837
Ulla Popken,Skirts,Women,5,270.0,117.72,152.28,0.564
Majamas,Intimates,Women,10,312.0,159.72,152.28,0.4881
Donald Seneca,Skirts,Women,6,252.25,100.33,151.92,0.6022
ROPA VOGA,Blazers & Jackets,Women,5,245.0,93.1,151.9,0.62
Southpole,Tops & Tees,Men,13,325.0,173.1,151.9,0.4674
David Kahn,Jeans,Women,7,328.96,177.16,151.8,0.4614
Briefly Stated,Underwear,Men,13,290.0,138.33,151.67,0.523
Michael Kors,Shorts,Men,4,285.0,133.38,151.62,0.532
Alternative,Dresses,Women,4,272.0,120.5,151.5,0.557
Polo Ralph Lauren,Underwear,Men,10,280.0,128.52,151.48,0.541
Aeropostale,Sweaters,Men,11,329.89,178.47,151.42,0.459
G by GUESS,Dresses,Women,6,267.0,115.61,151.39,0.567
Sugar Free Sox,Socks & Hosiery,Women,9,261.0,109.68,151.32,0.5798
Sugoi,Active,Men,6,240.0,89.04,150.96,0.629
Vobaga,Outerwear & Coats,Women,6,283.14,132.23,150.91,0.533
Jess and Jane,Tops & Tees,Women,9,359.1,208.28,150.82,0.42
FMF,Suits & Sport Coats,Men,2,236.0,85.2,150.8,0.639
Fossil,Plus,Women,5,275.0,124.3,150.7,0.548
Cool-jams Wicking Sleepwear,Sleep & Lounge,Men,5,245.0,94.32,150.68,0.615
Eileen Fisher,Pants & Capris,Women,3,299.97,149.39,150.58,0.502
Jack Spade,Shorts,Men,2,310.0,159.65,150.35,0.485
Bottoms Out,Swim,Men,16,391.48,241.18,150.3,0.3839
Timberland,Shorts,Men,5,300.0,149.7,150.3,0.501
Klondike Sterling,Plus,Women,4,279.8,129.55,150.25,0.537
TAXI Wallet,Plus,Women,6,294.0,143.77,150.23,0.511
Fun Boxer,Sleep & Lounge,Men,12,264.0,113.78,150.22,0.569
Throwdown,Fashion Hoodies & Sweatshirts,Men,12,359.88,209.72,150.16,0.4173
Zinke,Jumpsuits & Rompers,Women,2,330.0,179.85,150.15,0.455
Pistol Pete,Swim,Men,9,396.0,245.92,150.08,0.379
Sag Harbor,Blazers & Jackets,Women,5,240.0,90.0,150.0,0.625
Natashas Cafe,Accessories,Men,9,234.0,84.01,149.99,0.641
Democracy,Skirts,Women,3,264.0,114.05,149.95,0.568
TRUKFIT,Fashion Hoodies & Sweatshirts,Men,5,370.0,220.15,149.85,0.405
Jolt,Leggings,Women,14,388.92,239.19,149.73,0.385
N2N,Fashion Hoodies & Sweatshirts,Men,6,299.94,150.27,149.67,0.499
Democracy,Fashion Hoodies & Sweatshirts,Women,5,273.45,123.87,149.58,0.547
Jack,Sleep & Lounge,Men,5,240.0,90.48,149.52,0.623
American Apparel,Accessories,Women,16,254.0,104.55,149.45,0.5884
John Deere,Accessories,Men,11,269.98,120.61,149.37,0.5533
Amazing Apparel,Tops & Tees,Men,17,355.45,206.13,149.32,0.4201
Incrediwear,Socks,Men,26,376.74,227.47,149.27,0.3962
Yoana Baraschi,Shorts,Women,2,327.6,178.54,149.06,0.455
Eddie Bauer,Sweaters,Men,5,324.75,175.69,149.06,0.459
Trienawear Skirts,Skirts,Women,8,244.45,95.4,149.05,0.6097
EcoGirl,Skirts,Women,5,260.0,111.02,148.98,0.573
US Fairytailes,Intimates,Women,7,314.93,165.97,148.96,0.473
COOL-JAMS WICKING SLEEPWEAR,Sleep & Lounge,Men,8,232.0,83.06,148.94,0.642
FQH,Accessories,Men,8,263.6,114.67,148.93,0.565
Code V,Fashion Hoodies & Sweatshirts,Men,8,345.44,196.56,148.88,0.431
Boston Industrial,Outerwear & Coats,Men,6,275.7,126.82,148.88,0.54
Miraclesuit,Intimates,Women,8,347.0,198.13,148.87,0.429
Profile,Swim,Men,11,405.68,256.91,148.77,0.3667
Spanx,Socks & Hosiery,Women,9,252.0,103.24,148.76,0.5903
WeekenderÂ®,Shorts,Men,7,279.99,131.28,148.71,0.5311
Maple Clothing,Skirts,Women,10,242.43,93.81,148.62,0.613
Bayside Apparel,Fashion Hoodies & Sweatshirts,Men,5,314.2,165.58,148.62,0.473
Ambiguous,Pants,Men,5,300.0,151.5,148.5,0.495
Micros,Shorts,Men,8,327.04,178.56,148.48,0.454
Alternative,Shorts,Men,6,288.0,139.68,148.32,0.515
Comfort Colors,Active,Women,10,265.4,117.11,148.29,0.5588
PACT,Socks,Men,37,378.0,229.73,148.27,0.3922
Canterbury of New Zealand,Pants,Men,4,276.0,127.79,148.21,0.537
Liverpool,Jeans,Women,4,316.0,167.8,148.2,0.469
Coral Bay,Pants & Capris,Women,13,319.91,171.74,148.17,0.4632
Kings' Court,Underwear,Men,9,274.16,126.01,148.15,0.5404
Alfani,Sweaters,Men,7,295.12,146.97,148.15,0.502
Reward,Accessories,Men,16,257.84,109.74,148.1,0.5744
boxed-gifts,Leggings,Women,49,384.51,236.88,147.63,0.384
American Apparel,Jumpsuits & Rompers,Women,7,336.0,188.83,147.17,0.438
Superdry,Fashion Hoodies & Sweatshirts,Men,3,300.0,153.0,147.0,0.49
Pendleton,Fashion Hoodies & Sweatshirts,Women,3,294.0,147.0,147.0,0.5
Funzee,Sleep & Lounge,Men,7,258.65,111.66,146.99,0.5683
Zenana,Active,Women,18,251.82,104.9,146.92,0.5834
Keen,Socks & Hosiery,Women,15,249.95,103.06,146.89,0.5877
Hot from Hollywood,Blazers & Jackets,Women,9,224.91,78.27,146.64,0.652
Islandia,Shorts,Women,10,320.0,173.44,146.56,0.458
Yummie Tummie,Maternity,Women,3,258.0,111.46,146.54,0.568
Fratelli,Accessories,Men,4,227.8,81.32,146.48,0.643
Mundi,Plus,Women,13,275.87,129.48,146.39,0.5307
Samanthas Style Shoppe,Blazers & Jackets,Women,9,242.73,96.36,146.37,0.603
Haband,Pants,Men,18,263.82,117.48,146.34,0.5547
Activewear Apparel,Sleep & Lounge,Women,10,329.9,183.63,146.27,0.4434
kensiegirl,Sweaters,Women,5,264.95,118.7,146.25,0.552
Tops and Bottoms HS,Pants & Capris,Women,10,329.9,183.72,146.18,0.4431
VIP BOUTIQUE,Fashion Hoodies & Sweatshirts,Women,12,281.88,135.76,146.12,0.5184
555 Turnpike,Jeans,Men,6,300.0,153.9,146.1,0.487
prAna,Tops & Tees,Men,4,360.0,214.2,145.8,0.405
Three Dots,Plus,Women,6,288.0,142.27,145.73,0.506
Manzella,Accessories,Men,9,246.14,100.78,145.36,0.5906
Happy Socks,Socks,Men,30,360.0,214.67,145.33,0.4037
Doctor Who,Socks,Men,30,375.7,230.42,145.28,0.3867
Alki'i,Accessories,Men,27,250.73,105.48,145.25,0.5793
Southpole,Shorts,Women,14,294.95,149.73,145.22,0.4924
Rocawear,Jumpsuits & Rompers,Women,11,282.78,137.71,145.07,0.513
Spiderman,Sleep & Lounge,Men,5,250.0,105.0,145.0,0.58
DB Life Dana Buchman,Blazers & Jackets,Women,4,239.96,95.02,144.94,0.604
Soft Touch Linen,Sleep & Lounge,Women,9,389.91,245.1,144.81,0.3714
Island Outfitters,Shorts,Men,8,279.92,135.2,144.72,0.517
VA VA VOOM,Clothing Sets,Women,5,349.95,205.42,144.53,0.413
Injinji,Active,Men,17,255.5,111.17,144.33,0.5649
Activewear Apparel,Active,Women,12,248.8,104.5,144.3,0.58
BANDOLINO,Shorts,Women,16,284.4,140.1,144.3,0.5074
Merrell,Pants,Men,4,277.84,133.64,144.2,0.519
Psycho Bunny,Tops & Tees,Men,4,340.0,195.84,144.16,0.424
Call Of Duty,Tops & Tees,Men,17,339.83,195.76,144.07,0.4239
Sleepyeads,Sleep & Lounge,Women,9,370.0,225.94,144.06,0.3894
Hot Topic,Suits & Sport Coats,Men,6,237.0,93.14,143.86,0.607
555 Turnpike,Pants,Men,5,250.0,106.25,143.75,0.575
Isis,Shorts,Women,5,274.75,131.06,143.69,0.523
Ed Hardy,Outerwear & Coats,Men,5,249.95,106.48,143.47,0.574
Rebecca Minkoff,Shorts,Women,5,282.73,139.65,143.08,0.5061
YAGO,Shorts,Men,9,309.69,166.61,143.08,0.462
Ella Moss,Leggings,Women,3,341.4,198.35,143.05,0.419
MANGO,Sweaters,Women,9,264.91,121.9,143.01,0.5398
Taillissime,Sweaters,Women,5,274.95,131.98,142.97,0.52
Rufskin,Shorts,Men,4,304.0,161.12,142.88,0.47
Luxury Divas,Skirts,Women,13,233.87,91.01,142.86,0.6108
Marine,Accessories,Men,9,242.91,100.08,142.83,0.588
Andrew Christian,Swim,Men,7,378.65,236.06,142.59,0.3766
Vera Bradley,Accessories,Women,8,248.0,105.44,142.56,0.5748
Family Guy,Sleep & Lounge,Men,6,228.0,85.55,142.45,0.6248
Roxy,Active,Women,4,239.96,97.9,142.06,0.592
Copper Cove,Shorts,Men,10,264.5,122.46,142.04,0.537
Motony,Pants,Men,8,255.92,113.88,142.04,0.555
FootJoy,Socks,Men,30,357.74,216.04,141.7,0.3961
Eagle Eyes,Accessories,Women,6,240.0,98.4,141.6,0.59
Hee Grand,Suits & Sport Coats,Men,8,224.88,83.43,141.45,0.629
Tallia,Pants,Men,4,247.12,105.77,141.35,0.572
I5,Outerwear & Coats,Men,8,239.92,98.61,141.31,0.589
Ralph Lauren Purple Label,Blazers & Jackets,Women,4,224.0,82.88,141.12,0.63
The Best Dressed,Suits,Women,5,349.95,208.92,141.03,0.403
Worn Jeans,Jeans,Men,5,299.8,158.89,140.91,0.47
Beyond Yoga,Intimates,Women,4,272.0,131.1,140.9,0.518
INDERA THERMALS,Active,Men,15,249.95,109.44,140.51,0.5622
Propper,Shorts,Men,4,279.8,139.34,140.46,0.502
LOCOMO Leggings,Socks & Hosiery,Women,21,225.79,85.34,140.45,0.622
UNIONBAY,Sweaters,Men,9,270.0,129.6,140.4,0.52
Fruit of the Loom,Active,Women,16,248.0,107.9,140.1,0.5649
Jessie G.,Shorts,Women,11,274.89,134.85,140.04,0.5095
Eurosock,Active,Men,9,255.0,114.97,140.03,0.5491
SwypeGloves,Accessories,Men,9,224.91,84.94,139.97,0.6223
Diamond Chain,Socks,Men,11,351.89,211.93,139.96,0.3977
Body Wrappers,Pants & Capris,Women,8,307.6,167.67,139.93,0.4549
Dallin Chase,Shorts,Women,14,285.25,145.35,139.9,0.4904
Dreamgirl,Intimates,Women,9,295.11,155.25,139.86,0.4739
Carnegie Hall,Fashion Hoodies & Sweatshirts,Men,7,315.0,175.14,139.86,0.444
Sourpuss Clothing,Dresses,Women,5,244.75,105.0,139.75,0.571
A. Byer,Dresses,Women,10,250.0,110.35,139.65,0.5586
Rawlings,Active,Men,8,263.2,123.7,139.5,0.53
Guy Harvey,Tops & Tees,Men,13,333.9,194.51,139.39,0.4175
Big and Tall Guys,Pants,Men,3,257.04,117.72,139.32,0.542
PGA Tour,Active,Men,5,225.0,85.73,139.27,0.619
Kirra,Outerwear & Coats,Women,6,237.0,97.88,139.12,0.587
Greg Norman,Outerwear & Coats,Men,3,267.0,127.89,139.11,0.521
bSoft,Socks & Hosiery,Women,18,233.82,94.74,139.08,0.5948
Soxnet,Socks & Hosiery,Women,33,234.17,95.15,139.02,0.5937
point6,Active,Men,13,245.35,106.42,138.93,0.5663
point6,Socks & Hosiery,Women,13,233.35,94.5,138.85,0.595
Emanuel by Emanuel Ungaro,Outerwear & Coats,Men,4,233.36,94.51,138.85,0.595
Testament,Fashion Hoodies & Sweatshirts,Women,5,270.1,131.27,138.83,0.514
Ralph Lauren,Socks,Men,16,365.0,226.18,138.82,0.3803
Dickies,Fashion Hoodies & Sweatshirts,Men,9,287.91,149.14,138.77,0.482
Port,Fashion Hoodies & Sweatshirts,Men,13,301.51,162.77,138.74,0.4601
Nautica,Pants & Capris,Women,5,297.5,158.86,138.64,0.466
Steve Madden,Outerwear & Coats,Women,3,239.85,101.22,138.63,0.578
Lifetime Collective,Shorts,Women,5,300.0,161.4,138.6,0.462
Brooks,Active,Men,3,240.0,101.52,138.48,0.577
Psycho Bunny,Socks,Men,12,360.0,221.76,138.24,0.384
Stormy Kromer,Accessories,Women,5,244.65,106.42,138.23,0.565
Drake,Pants,Men,4,239.96,101.74,138.22,0.576
Sassy,Swim,Women,10,241.9,103.77,138.13,0.571
Hot Chillys,Sleep & Lounge,Women,10,372.0,233.89,138.11,0.3713
Augusta,Active,Men,11,239.89,101.95,137.94,0.575
Fox,Pants,Men,6,251.94,114.13,137.81,0.547
MagicSuit,Swim,Women,2,249.98,112.24,137.74,0.551
Rosa Faia by Anita,Plus,Women,4,276.0,138.28,137.72,0.499
Ahaarya,Leggings,Women,14,329.86,192.2,137.66,0.4173
Hi-Tec,Pants,Men,4,239.96,102.46,137.5,0.573
Bella,Socks & Hosiery,Women,20,221.2,83.73,137.47,0.6215
2b by bebe,Jeans,Women,7,294.65,157.34,137.31,0.466
SOLOW,Leggings,Women,6,358.5,221.19,137.31,0.383
TRUKFIT,Pants,Men,5,240.0,102.72,137.28,0.572
Saucony,Underwear,Men,5,250.0,112.75,137.25,0.549
Crazeewear,Sleep & Lounge,Men,6,221.7,84.47,137.23,0.619
Rafaella,Skirts,Women,5,224.95,87.96,136.99,0.609
PJ Harlow,Tops & Tees,Women,7,350.0,213.15,136.85,0.391
Onyx-Arctic Shield-X-System,Outerwear & Coats,Men,3,247.47,110.62,136.85,0.553
Marcoliani Milano,Plus,Women,4,276.0,139.38,136.62,0.495
Creekwood,Shorts,Men,6,288.0,151.49,136.51,0.474
Knocker,Socks,Men,23,360.77,224.32,136.45,0.3782
Wallflower,Blazers & Jackets,Women,7,206.5,70.21,136.29,0.66
AxParis,Leggings,Women,11,342.5,206.22,136.28,0.3979
Vobaga,Fashion Hoodies & Sweatshirts,Women,7,273.13,137.06,136.07,0.4982
Hocosa of Switzerland,Tops & Tees,Women,5,290.0,153.99,136.01,0.469
Devon & Jones,Outerwear & Coats,Women,9,232.08,96.15,135.93,0.5857
WMU,Intimates,Women,10,275.1,139.22,135.88,0.4939
Woolrich,Accessories,Women,12,235.72,99.85,135.87,0.5764
Sanctuary,Tops & Tees,Women,4,292.0,156.22,135.78,0.465
American Apparel,Swim,Men,11,338.0,202.53,135.47,0.4008
TD,Fashion Hoodies & Sweatshirts,Women,4,263.96,128.55,135.41,0.513
PLATINUM INTIMATES,Intimates,Women,17,290.3,155.04,135.26,0.4659
Affazy,Pants,Men,6,264.0,128.83,135.17,0.512
Kirkland Signature,Sweaters,Men,13,261.87,126.81,135.06,0.5157
Subculture,Tops & Tees,Men,10,300.93,165.89,135.04,0.4487
UltraClub,Fashion Hoodies & Sweatshirts,Women,4,255.96,121.07,134.89,0.527
Alternative,Outerwear & Coats,Women,4,228.24,93.35,134.89,0.591
Frogg Toggs,Outerwear & Coats,Men,3,227.43,92.56,134.87,0.593
XOXO,Dresses,Women,6,240.0,105.36,134.64,0.561
Buckle Down,Accessories,Women,10,214.78,80.25,134.53,0.6264
Bella,Leggings,Women,13,344.34,209.82,134.52,0.3907
Coal,Accessories,Women,7,224.0,89.6,134.4,0.6
Mishka,Fashion Hoodies & Sweatshirts,Men,6,299.7,165.43,134.27,0.448
stonepowerss,Fashion Hoodies & Sweatshirts,Men,6,299.7,165.43,134.27,0.448
SnowAngel,Active,Women,5,250.0,115.75,134.25,0.537
Soft Ones,Sleep & Lounge,Women,9,369.55,235.31,134.24,0.3632
Silverado,Accessories,Men,4,215.8,81.57,134.23,0.622
River Road,Shorts,Men,9,283.92,149.73,134.19,0.4726
Moda Essentials,Suits & Sport Coats,Men,8,239.92,105.8,134.12,0.559
D.E.P.T.,Pants & Capris,Women,2,298.0,163.9,134.1,0.45
Rafaella,Sweaters,Women,6,231.42,97.66,133.76,0.578
Under Armour,Socks,Men,27,354.46,220.78,133.68,0.3771
Sugoi,Swim,Women,4,237.0,103.33,133.67,0.564
Kelly Nishimoto,Skirts,Women,3,237.0,103.33,133.67,0.564
Faconnable Tailored Denim,Jeans,Men,2,275.5,141.88,133.62,0.485
RVCA,Fashion Hoodies & Sweatshirts,Women,4,266.9,133.38,133.52,0.5003
BULWARK FR Clothing,Jeans,Men,5,306.2,172.7,133.5,0.436
TopTie,Accessories,Men,55,222.17,88.68,133.49,0.6009
Dickies,Tops & Tees,Women,11,321.2,187.81,133.39,0.4153
Borrelli,Swim,Men,3,297.0,163.65,133.35,0.449
N2N Bodywear,Swim,Men,12,324.0,190.75,133.25,0.4113
Executive Dress Series,Socks,Men,13,376.87,243.83,133.04,0.353
AriZona,Shorts,Men,5,250.0,117.0,133.0,0.532
SZ,Sweaters,Women,7,256.93,123.95,132.98,0.5176
Gilbin,Plus,Women,12,261.16,128.23,132.93,0.509
2(x)ist,Active,Men,9,222.0,89.09,132.91,0.5987
Funfash,Jeans,Women,8,279.92,147.06,132.86,0.4746
Private Island,Accessories,Women,26,228.12,95.26,132.86,0.5824
Animal Planet,Fashion Hoodies & Sweatshirts,Men,7,314.65,181.87,132.78,0.422
Fishworks,Shorts,Men,4,279.96,147.26,132.7,0.474
Reebok,Tops & Tees,Men,16,279.2,146.54,132.66,0.4751
Trukfit,Sweaters,Men,7,280.93,148.4,132.53,0.4718
Kiss,Intimates,Women,15,281.85,149.36,132.49,0.4701
Scottevest,Pants & Capris,Women,3,255.0,122.66,132.34,0.519
SPY,Plus,Women,3,244.14,111.82,132.32,0.542
Zumba Fitness,Active,Women,8,216.01,83.73,132.28,0.6124
Snug Camisoles,Intimates,Women,8,308.0,175.74,132.26,0.4294
Goorin Bros.,Accessories,Men,10,230.0,97.77,132.23,0.5749
XCVI,Shorts,Women,10,266.62,134.51,132.11,0.4955
Fox Outdoor,Swim,Men,6,327.0,194.89,132.11,0.404
Hot from Hollywood,Pants & Capris,Women,9,294.91,162.89,132.02,0.4477
Chaos,Plus,Women,10,267.76,135.76,132.0,0.493
Players,Underwear,Men,9,259.0,127.03,131.97,0.5095
Sexy You Can Do,Intimates,Women,17,272.15,140.35,131.8,0.4843
Alpinestars,Jeans,Men,4,292.8,161.04,131.76,0.45
Terramar,Underwear,Men,9,229.05,97.35,131.7,0.575
IZOD,Sleep & Lounge,Women,9,363.0,231.41,131.59,0.3625
TLB,Skirts,Women,7,233.93,102.39,131.54,0.5623
Natural Gear,Fashion Hoodies & Sweatshirts,Men,6,299.94,168.57,131.37,0.438
Moon Shine Attitude Attire,Tops & Tees,Women,15,295.85,164.5,131.35,0.444
Fennco,Accessories,Women,10,205.9,74.59,131.31,0.6377
Rock Face,Underwear,Men,10,250.0,118.75,131.25,0.525
Wanted,Sleep & Lounge,Men,6,209.82,78.89,130.93,0.624
Ralph by Ralph Lauren,Plus,Women,4,238.32,107.48,130.84,0.549
COOGI,Sweaters,Men,1,245.0,114.17,130.83,0.534
Royal,Socks,Men,15,337.85,207.13,130.72,0.3869
Elila,Maternity,Women,5,235.0,104.34,130.66,0.556
FineBrandShop,Intimates,Women,15,261.25,130.74,130.51,0.4996
Exquisite Form,Plus,Women,7,258.93,128.43,130.5,0.504
East Valley Apparel,Sweaters,Men,13,247.0,116.58,130.42,0.528
A. Byer,Pants & Capris,Women,9,270.0,139.77,130.23,0.4823
Maui and Sons,Swim,Men,9,338.92,208.9,130.02,0.3836
O'Neill,Tops & Tees,Women,11,284.89,154.92,129.97,0.4562
Ames,Maternity,Women,9,224.91,95.14,129.77,0.577
GUESS,Accessories,Men,7,207.93,78.25,129.68,0.6237
Lilly Pulitzer,Tops & Tees,Women,3,294.0,164.35,129.65,0.441
Reef,Shorts,Women,5,240.0,110.64,129.36,0.539
M-052BK,Accessories,Women,7,231.0,101.64,129.36,0.56
Royal,Sweaters,Men,3,239.97,110.63,129.34,0.539
Blue Crown,Shorts,Men,10,279.9,150.59,129.31,0.462
Vintage,Jumpsuits & Rompers,Women,6,292.5,163.22,129.28,0.442
Michael Stars,Accessories,Women,6,227.94,98.7,129.24,0.567
Fratelli Orsini,Accessories,Men,2,199.9,70.76,129.14,0.646
Alki'i,Shorts,Men,12,251.88,122.76,129.12,0.5126
Rhonda Shear,Intimates,Women,10,262.2,133.18,129.02,0.4921
Oakley,Tops & Tees,Men,15,300.0,171.0,129.0,0.43
,Swim,Men,7,306.0,177.03,128.97,0.4215
Eurosock,Active,Women,9,225.0,96.03,128.97,0.5732
Free People,Intimates,Women,4,272.0,143.07,128.93,0.474
Zorrel,Tops & Tees,Men,15,276.0,147.08,128.92,0.4671
Rainbow,Swim,Men,14,341.7,212.81,128.89,0.3772
BellyBra,Maternity,Women,5,224.83,95.95,128.88,0.5732
Kuhl,Tops & Tees,Men,6,330.0,201.3,128.7,0.39
Christian Audigier,Pants,Men,16,239.84,111.2,128.64,0.5364
PacificPlex,Dresses,Women,3,221.97,93.67,128.3,0.578
Allegra K,Accessories,Women,32,212.73,84.52,128.21,0.6027
Jack,Jeans,Men,4,297.88,169.79,128.09,0.43
Visconti,Accessories,Women,6,209.94,81.88,128.06,0.61
Vitalsox,Socks,Men,10,350.0,221.97,128.03,0.3658
Authentic Pigment,Active,Women,7,236.95,109.0,127.95,0.54
HoodieBuddie,Active,Men,8,225.0,97.05,127.95,0.5687
Seal Skinz,Socks,Men,10,349.5,221.58,127.92,0.366
River Road,Jeans,Men,6,257.88,129.97,127.91,0.496
Torrid,Leggings,Women,15,331.5,203.6,127.9,0.3858
Greystone,Jeans,Men,4,279.55,151.66,127.89,0.4575
J.B. Icelandic (Extreme Cold Activity),Active,Men,7,231.0,103.26,127.74,0.553
Comfort Colors,Jeans,Men,7,251.93,124.2,127.73,0.507
Eurosock,Socks,Men,12,345.0,217.3,127.7,0.3701
BB Dakota,Tops & Tees,Women,4,320.0,192.32,127.68,0.399
Southpole,Sweaters,Women,10,229.96,102.37,127.59,0.5548
Beach Native,Swim,Women,4,239.96,112.54,127.42,0.531
Mavi,Shorts,Women,11,253.7,126.49,127.21,0.5014
VX Intimate Inc,Intimates,Women,8,247.6,120.58,127.02,0.513
JM,Intimates,Women,6,288.0,160.99,127.01,0.441
DC,Socks,Men,19,316.72,189.78,126.94,0.4008
Lytess,Intimates,Women,5,264.97,138.06,126.91,0.479
Beza,Accessories,Men,6,209.7,82.83,126.87,0.605
Antonio Ansaldi,Pants,Men,5,249.95,123.23,126.72,0.507
Ray-Ban Junior,Accessories,Women,4,206.0,79.31,126.69,0.615
Toddland,Sweaters,Men,4,232.0,105.33,126.67,0.546
Charles River Apparel,Tops & Tees,Men,7,314.93,188.33,126.6,0.402
Freegun,Swim,Men,11,308.0,181.44,126.56,0.4109
Tommy Bahama,Swim,Women,3,204.0,77.52,126.48,0.62
