brand,category,department,units_sold_90d,sales_dollars_90d,inventory_units,inventory_cost,unit_cover_ratio,action_flag
Jon & Anna,Dresses,Women,2,51.979999542236328,20,222.68231745724412,10,Markdown Risk
Elan,Swim,Women,2,51.979999542236328,19,323.64400006354589,9.5,Markdown Risk
FITS Sock Company,Socks,Men,3,51.969999313354492,29,323.98414700257666,9.67,Markdown Risk
Zenana,Active,Women,3,51.969999313354492,49,283.37676659520105,16.33,Markdown Risk
Ames,Socks,Men,4,51.959999084472656,30,231.36488668235819,7.5,Markdown Risk
ERGO,Shorts,Men,1,51.950000762939446,9,245.93130386256874,9,Markdown Risk
Blanks Plus,Fashion Hoodies & Sweatshirts,Women,2,51.900001525878906,9,112.10400340030343,4.5,Markdown Risk
Dapper World,Leggings,Women,4,51.889998435974121,88,692.94473493391365,22,Markdown Risk
Snoozies,Plus,Women,4,51.8799991607666,50,349.39194505979776,12.5,Markdown Risk
Talitania,Plus,Women,2,51.799999237060554,11,129.62949758130313,5.5,Markdown Risk
Mothers en Vogue,Maternity,Women,1,51.75,22,533.25800117105246,22,Markdown Risk
AG Adriano Goldschmied,Sweaters,Women,1,51.7400016784668,11,244.730207769531,11,Markdown Risk
Ray-Ban Junior,Plus,Women,1,51.5,13,309.97849968075752,13,Markdown Risk
What Katie Did,Intimates,Women,1,51,51,1363.2249987088144,51,Markdown Risk
Pookies by DFDesigns,Sleep & Lounge,Men,2,51,21,191.70899950526655,10.5,Markdown Risk
Junk Food,Fashion Hoodies & Sweatshirts,Women,1,51,7,161.36400051601231,7,Markdown Risk
DFDesigns,Sleep & Lounge,Women,2,51,20,302.68500021658838,10,Markdown Risk
Sassy,Swim,Women,3,50.970001220703125,36,269.62664835489056,12,Markdown Risk
Frost Hats,Plus,Women,3,50.969999313354492,14,130.34727834326148,4.67,Markdown Risk
Haband,Pants,Men,3,50.969999313354492,67,440.55214374222061,22.33,Markdown Risk
John Ashford,Tops & Tees,Men,2,50.959999084472656,8,122.71167740661622,4,Markdown Risk
Shirt City,Tops & Tees,Women,3,50.850002288818359,33,307.96456287907893,11,Markdown Risk
Woodleigh,Skirts,Women,2,50.520000457763672,32,324.38898231085807,16,Markdown Risk
Bud Light,Swim,Women,1,50.4900016784668,2,43.017481615886553,2,Margin Watch
Alfred Dunner,Fashion Hoodies & Sweatshirts,Women,1,50,8,175.60000047087669,8,Markdown Risk
Ritchie Swimwear,Swim,Women,2,50,42,429.75000189617276,21,Markdown Risk
Ecko Unltd.,Tops & Tees,Men,2,50,47,669.24999840557575,23.5,Markdown Risk
Southpole,Tops & Tees,Men,2,50,48,639.449999621138,24,Markdown Risk
Bolle,Active,Women,2,50,37,642.75875568381514,18.5,Markdown Risk
Briefly Stated,Sleep & Lounge,Women,2,50,22,331.42500112298876,11,Markdown Risk
Axis,Shorts,Men,2,50,16,181.99999928474426,8,Markdown Risk
MJC International,Sleep & Lounge,Men,2,50,10,96.24999971129,5,Markdown Risk
Zorrel,Active,Men,2,50,21,239.40000012516975,10.5,Markdown Risk
Neon Buddha,Plus,Women,1,50,31,779.24999962560833,31,Markdown Risk
Antigua,Active,Men,2,50,25,283.12500100582838,12.5,Markdown Risk
Dockers,Tops & Tees,Men,2,50,13,175.824999762699,6.5,Markdown Risk
See Thru Soul,Shorts,Women,2,50,57,674.82499963138252,28.5,Markdown Risk
Panhandle Slim,Tops & Tees,Women,2,50,10,136.74999959766865,5,Markdown Risk
Victorinox,Tops & Tees,Men,2,50,14,202.99999937415123,7,Markdown Risk
Mod-O-Doc,Tops & Tees,Men,2,50,8,103.19999977946281,4,Markdown Risk
Palmer,Tops & Tees,Men,2,50,17,245.22499982267618,8.5,Markdown Risk
Stitch's,Shorts,Women,2,50,15,197.52499992027879,7.5,Markdown Risk
FEA,Tops & Tees,Women,2,50,42,580.72439994413264,21,Markdown Risk
Christmas Story,Sleep & Lounge,Men,1,50,10,191.49999879300594,10,Markdown Risk
Vigoss,Shorts,Women,2,50,13,150.80000050365928,6.5,Markdown Risk
What Goes Around Comes Around,Shorts,Women,2,50,17,228.24999954318628,8.5,Markdown Risk
JET,Shorts,Women,2,50,13,177.77499947696924,6.5,Markdown Risk
Joe's,Underwear,Men,2,50,15,181.50000041350722,7.5,Markdown Risk
Rock Face,Underwear,Men,2,50,16,190.00000022351745,8,Markdown Risk
Southpole,Tops & Tees,Women,2,50,48,646.41375691991834,24,Markdown Risk
Hello Kitty,Plus,Women,2,50,3,40.27500003576278,1.5,Margin Watch
O'Neill,Dresses,Women,2,50,25,379.32229935118255,12.5,Markdown Risk
Of the Moment,Sleep & Lounge,Women,2,50,38,572.55000120494515,19,Markdown Risk
Kenneth Cole REACTION,Swim,Women,2,50,36,591.55295337370546,18,Markdown Risk
Sanctuary,Skirts,Women,2,50,17,182.79999904334545,8.5,Markdown Risk
Anne Klein,Shorts,Women,2,50,33,719.15431911462645,16.5,Markdown Risk
Sag Harbor,Skirts,Women,2,50,13,119.27499957382678,6.5,Markdown Risk
HoodieBuddie,Active,Men,2,50,14,165.96000056248158,7,Markdown Risk
True Grit,Shorts,Men,2,50,26,305.09999992791563,13,Markdown Risk
Super Mario,Sleep & Lounge,Men,1,50,9,182.69999935291708,9,Markdown Risk
Angry Birds,Sleep & Lounge,Men,1,50,31,536.169357083469,31,Markdown Risk
Moving Comfort,Shorts,Women,1,50,7,178.14999986439943,7,Markdown Risk
Talos,Shorts,Men,3,50,35,279.6559998691082,11.67,Markdown Risk
Amoena,Intimates,Women,1,50,14,360.40000040084124,14,Markdown Risk
Vince Camuto,Socks,Men,5,50,57,355.97000086680055,11.4,Markdown Risk
Love Squared,Tops & Tees,Women,2,50,12,175.19999966025352,6,Markdown Risk
SpongeBob SquarePants,Sleep & Lounge,Men,1,50,3,57.299999892711639,3,Markdown Risk
Star Vixen,Plus,Women,1,50,15,344.24999915063381,15,Markdown Risk
AriZona,Shorts,Men,1,50,14,327.59999893605715,14,Markdown Risk
PGA Tour,Sweaters,Men,1,50,7,192.14999955147505,7,Markdown Risk
Royal Silk,Intimates,Women,1,50,7,181.29999972879887,7,Markdown Risk
Sunner,Shorts,Women,2,50,11,133.30000005662441,5.5,Markdown Risk
Funfash,Sweaters,Women,1,49.9900016784668,25,471.29731664788414,25,Markdown Risk
Luxury Lane,Accessories,Women,1,49.9900016784668,34,896.65348941303114,34,Markdown Risk
Tempco,Outerwear & Coats,Men,1,49.9900016784668,21,480.75384812476341,21,Markdown Risk
Gownies,Sleep & Lounge,Women,1,49.9900016784668,9,285.24295107906829,9,Markdown Risk
World's Softest,Sleep & Lounge,Women,1,49.9900016784668,13,402.91941420630951,13,Markdown Risk
Rivers' End,Outerwear & Coats,Men,1,49.9900016784668,8,179.56408641044615,8,Markdown Risk
Eddie Bauer,Suits & Sport Coats,Men,1,49.9900016784668,12,238.75224706548104,12,Markdown Risk
Jumpin Jammerz,Fashion Hoodies & Sweatshirts,Men,1,49.9900016784668,9,253.29933896067561,9,Markdown Risk
Eddie Bauer,Active,Women,1,49.9900016784668,13,285.94281047237376,13,Markdown Risk
Grandoe,Accessories,Women,1,49.9900016784668,10,191.96160532049984,10,Markdown Risk
Aloha,Swim,Women,1,49.9900016784668,8,185.5628868502331,8,Markdown Risk
Sons Of Anarchy,Fashion Hoodies & Sweatshirts,Men,1,49.9900016784668,12,316.13677103475271,12,Markdown Risk
Woman Within,Outerwear & Coats,Women,1,49.9900016784668,10,210.95780627862808,10,Markdown Risk
Antonio Ansaldi,Pants,Men,1,49.9900016784668,11,271.09577949563743,11,Markdown Risk
For Two Fitness,Maternity,Women,1,49.9900016784668,19,384.53449470236251,19,Markdown Risk
Cornerstone,Active,Men,1,49.9900016784668,18,350.92981399521682,18,Markdown Risk
Sons of Anarchy,Swim,Women,1,49.9900016784668,5,117.2265540626392,5,Markdown Risk
Minecraft,Fashion Hoodies & Sweatshirts,Men,1,49.9900016784668,4,111.9776038640529,4,Markdown Risk
Ralph Lauren,Sleep & Lounge,Men,1,49.9900016784668,7,124.92501316204455,7,Markdown Risk
Inches Off,Plus,Women,1,49.9900016784668,14,328.93421151360423,14,Markdown Risk
Tultex,Fashion Hoodies & Sweatshirts,Men,2,49.979999542236328,14,196.97117855045911,7,Markdown Risk
I-Pink,Intimates,Women,2,49.979999542236328,17,216.08852783168982,8.5,Markdown Risk
Jon & Anna,Sweaters,Women,2,49.979999542236328,13,130.92260908166256,6.5,Markdown Risk
Evolatree,Sleep & Lounge,Men,2,49.979999542236328,22,197.37101675043584,11,Markdown Risk
Woman Within,Active,Women,2,49.979999542236328,59,622.17602671902023,29.5,Markdown Risk
Wear Leg Warmers,Accessories,Women,2,49.979999542236328,17,190.74866707547932,8.5,Markdown Risk
North River,Sleep & Lounge,Men,2,49.979999542236328,26,248.19479999506933,13,Markdown Risk
Skechers,Accessories,Men,2,49.979999542236328,27,304.49915789227578,13.5,Markdown Risk
SwypeGloves,Accessories,Women,2,49.979999542236328,20,212.91479722417404,10,Markdown Risk
Ecoscapes,Tops & Tees,Women,2,49.959999084472656,5,67.445998652368772,2.5,Markdown Risk
Nomis,Shorts,Men,1,49.950000762939446,12,285.31440423286563,12,Markdown Risk
Legend,Fashion Hoodies & Sweatshirts,Men,1,49.950000762939446,24,615.583809264024,24,Markdown Risk
Montefino,Pants,Men,1,49.950000762939446,8,185.01480319361838,8,Markdown Risk
Cianni,Pants,Men,1,49.950000762939446,62,1357.1415250051448,62,Markdown Risk
Susan G. Komen for the CureÂ®,Fashion Hoodies & Sweatshirts,Women,1,49.950000762939446,7,179.02080277084636,7,Markdown Risk
LabelShopper,Sleep & Lounge,Men,5,49.94999885559082,60,242.08020377245111,12,Markdown Risk
Dog Is Good,Tops & Tees,Women,2,49.900001525878906,11,141.341753463231,5.5,Markdown Risk
Pillow Pets,Socks,Men,2,49.900001525878906,11,157.5343050789356,5.5,Markdown Risk
alo Sport,Tops & Tees,Men,2,49.900001525878906,13,190.06910555108033,6.5,Markdown Risk
Canvas,Tops & Tees,Men,2,49.889999389648438,53,720.65800721230232,26.5,Markdown Risk
LAT Sportswear,Plus,Women,2,49.7599983215332,16,185.50527300712582,8,Markdown Risk
Allegra K,Accessories,Women,8,49.539999008178711,90,233.70344732810278,11.25,Markdown Risk
Threads4Thought,Active,Men,1,49.5,6,110.48400040715933,6,Markdown Risk
Rocawear,Shorts,Men,1,49.5,30,721.1159987077117,30,Markdown Risk
G by GUESS,Pants & Capris,Women,1,49.5,8,216.61200010031462,8,Markdown Risk
Element,Sweaters,Men,1,49.4900016784668,23,606.16095420126339,23,Markdown Risk
Fappac,Sweaters,Women,1,49.25,18,383.26349938684143,18,Markdown Risk
Huafeng,Plus,Women,1,49,14,321.047998957336,14,Markdown Risk
NOLLIE,Tops & Tees,Women,2,49,14,186.24899922311306,7,Markdown Risk
Panache,Tops & Tees,Women,1,49,10,279.29999923333531,10,Markdown Risk
TAXI Wallet,Accessories,Women,1,49,35,672.62299652956426,35,Markdown Risk
Chyor,Socks & Hosiery,Women,1,49,19,392.29399863351136,19,Markdown Risk
Arc'teryx,Intimates,Women,1,49,14,802.55099882604554,14,Markdown Risk
Kensie,Fashion Hoodies & Sweatshirts,Women,1,49,14,316.93200019933283,14,Markdown Risk
BBW Boutique,Blazers & Jackets,Women,1,49,16,333.20000350475311,16,Markdown Risk
Cool-jams Wicking Sleepwear,Sleep & Lounge,Men,1,49,12,226.37999932095408,12,Markdown Risk
Chestnut Hill,Outerwear & Coats,Women,1,48.9900016784668,15,323.33401069462667,15,Markdown Risk
Caterpillar,Tops & Tees,Men,2,48.989999771118164,42,534.181255361108,21,Markdown Risk
Ayurvastram,Plus,Women,2,48.989999771118164,33,348.84932672448247,16.5,Markdown Risk
Keen,Socks & Hosiery,Women,3,48.979999542236328,51,348.56483550835037,17,Markdown Risk
O'Neill,Sweaters,Men,1,48.970001220703125,21,522.41197341322084,21,Markdown Risk
Comfort Zone,Sleep & Lounge,Men,3,48.969999313354492,72,476.19708132100453,24,Markdown Risk
Soxnet,Socks & Hosiery,Women,6,48.939998626708984,71,203.1057027687086,11.83,Markdown Risk
Steve and Barrys,Blazers & Jackets,Women,1,48.790000915527344,8,140.12488378682258,8,Markdown Risk
Cherokee,Outerwear & Coats,Women,2,48.720001220703118,14,155.17320359573063,7,Markdown Risk
Fappac,Plus,Women,2,48.5,13,153.21149986376986,6.5,Markdown Risk
Torrid,Pants & Capris,Women,1,48.5,6,162.08700000867248,6,Markdown Risk
DC,Socks,Men,2,48.430000305175781,65,780.94300566638276,32.5,Markdown Risk
Bordeaux,Leggings,Women,1,48.400001525878906,6,179.75760592242483,6,Markdown Risk
MeMoi,Leggings,Women,2,48.340000152587891,19,257.62803112799804,9.5,Markdown Risk
Vera Bradley,Plus,Women,1,48,8,200.83200001716614,8,Markdown Risk
JM,Intimates,Women,1,48,15,402.4799989163875,15,Markdown Risk
Reef,Shorts,Women,1,48,6,132.76799976825714,6,Markdown Risk
Fourstar,Fashion Hoodies & Sweatshirts,Men,1,48,24,611.71200156211853,24,Markdown Risk
Rumina Nursingwear,Maternity,Women,1,48,19,371.18400138616562,19,Markdown Risk
Levi's,Tops & Tees,Women,1,48,8,215.42399950325489,8,Markdown Risk
Jack,Sleep & Lounge,Men,1,48,10,180.95999926328656,10,Markdown Risk
Danskin,Swim,Women,1,48,5,103.44000041484833,5,Markdown Risk
Alternative,Shorts,Men,1,48,21,488.88000033795828,21,Markdown Risk
Avenue,Skirts,Women,1,48,8,163.58399963378909,8,Markdown Risk
Honey Bun,Fashion Hoodies & Sweatshirts,Women,2,48,11,118.80000029504299,5.5,Markdown Risk
Beverly Hills Basics,Sleep & Lounge,Women,2,48,10,139.44000050425527,5,Markdown Risk
WESC,Tops & Tees,Men,2,48,5,72.719999849796309,2.5,Markdown Risk
Columbia,Shorts,Women,2,48,23,310.03319854507708,11.5,Markdown Risk
Threadless,Tops & Tees,Men,2,48,18,259.63199990987778,9,Markdown Risk
TractionSocks,Active,Men,2,48,7,78.456000030040741,3.5,Markdown Risk
Vera Bradley,Accessories,Women,1,48,17,262.79999826103449,17,Markdown Risk
Natori,Active,Women,1,48,4,85.632000446319566,4,Markdown Risk
Three Dots,Plus,Women,1,48,6,142.27199998497963,6,Markdown Risk
BANDOLINOBLU,Jeans,Women,1,48,12,288.57599902153021,12,Markdown Risk
dollhouse,Plus,Women,1,48,22,385.46687897150133,22,Markdown Risk
Angelina,Active,Women,3,48,24,144,8,Markdown Risk
Cashmere HS,Plus,Women,1,47.9900016784668,2,52.405081841467023,2,Margin Watch
Devon & Jones,Sweaters,Women,1,47.9900016784668,38,703.42533160851588,38,Markdown Risk
Cashmere HS,Accessories,Women,1,47.9900016784668,18,305.79228933076661,18,Markdown Risk
bioworld,Underwear,Men,2,47.989999771118164,29,303.77939891560226,14.5,Markdown Risk
La Fiorentina,Accessories,Women,2,47.979999542236328,25,224.63495760702608,12.5,Markdown Risk
Medline,Sleep & Lounge,Women,2,47.979999542236328,8,116.6873592456275,4,Markdown Risk
Icebreaker,Socks & Hosiery,Women,2,47.900001525878906,8,84.112402548110481,4,Markdown Risk
KOI Medical,Outerwear & Coats,Women,2,47.900001525878906,12,134.82480415389017,6,Markdown Risk
Victorian Heart Co. Inc.,Accessories,Women,2,47.900001525878906,19,178.4514550461985,9.5,Markdown Risk
Victorian Heart Co. Inc.,Plus,Women,2,47.900001525878906,14,153.90270452292563,7,Markdown Risk
K. Bell,Plus,Women,5,47.8799991607666,52,253.74349495500331,10.4,Markdown Risk
Body Touch,Sleep & Lounge,Women,3,47.699998855590813,6,53.137798727971315,2,Margin Watch
Myne,Shorts,Women,2,47.619998931884766,12,154.86023636470193,6,Markdown Risk
Greatlookz,Accessories,Women,8,47.389999628067017,78,264.66971668364363,9.75,Markdown Risk
Slim Me,Intimates,Women,2,47.299999237060547,30,362.13239473069314,15,Markdown Risk
Classroom Uniforms,Shorts,Men,2,47.220001220703118,13,151.00956378718143,6.5,Markdown Risk
Fancee Free,Maternity,Women,1,47,12,227.85600163042545,12,Markdown Risk
Jessica London,Intimates,Women,1,46.9900016784668,6,155.63088533641664,6,Markdown Risk
Toes on the Nose,Shorts,Men,1,46.9900016784668,16,420.74727456825019,16,Markdown Risk
Jemcor,Tops & Tees,Men,1,46.9900016784668,7,196.37121673002932,7,Markdown Risk
aler,Socks,Men,2,46.889999389648438,21,318.15974770998594,10.5,Markdown Risk
Isis,Pants & Capris,Women,1,46.880001068115234,7,183.44144368564841,7,Markdown Risk
Pearl iZUMi,Socks & Hosiery,Women,2,46.459999084472656,19,176.98936587557,9.5,Markdown Risk
Intymen,Underwear,Men,2,46,40,430.05450059520081,20,Markdown Risk
Wolverine,Tops & Tees,Men,1,46,10,263.5799995064736,10,Markdown Risk
Rip Curl,Jumpsuits & Rompers,Women,1,46,11,280.32399976626039,11,Markdown Risk
Moving Comfort,Plus,Women,1,46,26,588.642000190448,26,Markdown Risk
TrendsBlue,Accessories,Men,5,45.999999046325684,136,501.93310109005574,27.2,Markdown Risk
Coolibar,Fashion Hoodies & Sweatshirts,Women,1,45.9900016784668,11,305.84868547361219,11,Markdown Risk
Mud Pie,Swim,Women,1,45.9900016784668,11,234.73296935088277,11,Markdown Risk
eVogues Apparel,Leggings,Women,2,45.979999542236328,35,415.89360631692517,17.5,Markdown Risk
Konflict,Tops & Tees,Men,2,45.979999542236328,18,213.53111741783209,9,Markdown Risk
Soft Sensations,Sleep & Lounge,Women,2,45.979999542236328,13,180.81634861179404,6.5,Markdown Risk
Hanes,Tops & Tees,Women,3,45.969999313354492,41,359.61967603122037,13.67,Markdown Risk
Ed Hardy,Socks & Hosiery,Women,5,45.94999885559082,41,142.49746593646589,8.2,Markdown Risk
My1stwish,Fashion Hoodies & Sweatshirts,Women,2,45.900001525878906,15,155.60100567031276,7.5,Markdown Risk
East Essence,Skirts,Women,1,45.4900016784668,25,381.62711406417344,25,Markdown Risk
Sport-Tek,Active,Men,1,45.119998931884766,21,317.07791863149583,21,Markdown Risk
Fuzzdandy,Sweaters,Men,1,45,29,664.07400069013238,29,Markdown Risk
CW-X,Socks,Men,1,45,9,245.43000062461942,9,Markdown Risk
ECHO,Plus,Women,1,45,7,143.00999997183681,7,Markdown Risk
Carnegie Hall,Fashion Hoodies & Sweatshirts,Men,1,45,11,275.22000039462,11,Markdown Risk
ROPA VOGA,Pants & Capris,Women,1,45,9,198.0449992697686,9,Markdown Risk
Russell Athletic,Socks,Men,3,45,20,187.80000060796738,6.67,Markdown Risk
CUTE OPTIONS,Skirts,Women,3,45,13,75.659999689087272,4.33,Markdown Risk
Silver Edition,Pants,Men,1,45,22,492.28168401536868,22,Markdown Risk
Vedette Shapewear,Intimates,Women,1,45,22,493.69499969296157,22,Markdown Risk
Junk Food,Fashion Hoodies & Sweatshirts,Men,1,44.9900016784668,19,550.77880845930883,19,Markdown Risk
Red Kap,Outerwear & Coats,Men,1,44.9900016784668,8,160.16440641780798,8,Markdown Risk
Roamans,Sleep & Lounge,Women,1,44.9900016784668,20,525.96659261353625,20,Markdown Risk
Avenged Sevenfold,Fashion Hoodies & Sweatshirts,Men,1,44.9900016784668,14,352.09175336093659,14,Markdown Risk
Moon Shine Attitude Attire,Fashion Hoodies & Sweatshirts,Men,1,44.9900016784668,1,26.229171004021467,1,Margin Watch
Nirvana,Fashion Hoodies & Sweatshirts,Men,1,44.9900016784668,17,450.484887991761,17,Markdown Risk
Flakisima,Intimates,Women,1,44.9900016784668,5,120.57320435918234,5,Markdown Risk
Rafaella,Skirts,Women,1,44.9900016784668,9,158.31981546003607,9,Markdown Risk
Southpole,Sweaters,Women,2,44.989999771118164,16,154.778278938317,8,Markdown Risk
Eddie Bauer,Sleep & Lounge,Men,1,44.950000762939446,18,330.11280470481591,18,Markdown Risk
Simms,Shorts,Men,1,44.950000762939446,11,243.76385403058632,11,Markdown Risk
House of Cheviot,Socks,Men,1,44.950000762939446,10,257.56350472664087,10,Markdown Risk
ChalkTalkSPORTS,Socks,Men,5,44.94999885559082,53,293.89208340190316,10.6,Markdown Risk
Blue Star Inc,Tops & Tees,Men,2,44.940000534057617,32,407.13312751688875,16,Markdown Risk
Charter Club,Sleep & Lounge,Women,1,44.930000305175774,10,289.79850344130404,10,Markdown Risk
O'Neill,Pants,Men,1,44.549999237060554,32,619.01594844394845,32,Markdown Risk
Billabong,Sweaters,Men,1,44.5,8,189.74799993634224,8,Markdown Risk
G by GUESS,Dresses,Women,1,44.5,13,250.49049903452396,13,Markdown Risk
626 BLUE,Shorts,Men,1,44.5,20,510.55000052787364,20,Markdown Risk
Ezekiel,Swim,Men,1,44.310001373291016,13,322.0007801857102,13,Markdown Risk
Injinji,Socks,Men,3,44.25,34,310.94100084900856,11.33,Markdown Risk
Island Escape,Swim,Women,3,44.0699987411499,14,86.891347922107769,4.67,Markdown Risk
The West Coast,Shorts,Women,1,44,12,275.08799985051155,12,Markdown Risk
Icon,Leggings,Women,2,44,73,1001.148002743721,36.5,Markdown Risk
C & C California,Leggings,Women,1,44,3,79.728000221773982,3,Markdown Risk
Oakley,Active,Women,1,44,6,116.68800044059752,6,Markdown Risk
Fun Boxer,Sleep & Lounge,Men,2,44,6,56.891999736428261,3,Markdown Risk
Vans,Shorts,Men,1,44,37,852.0651318874144,37,Markdown Risk
ASICS,Accessories,Men,2,44,13,115.82999954186381,6.5,Markdown Risk
RVCA,Fashion Hoodies & Sweatshirts,Women,1,44,19,740.80377763113859,19,Markdown Risk
Karl Lagerfeld for Impulse,Shorts,Women,1,44,7,140.44800007343292,7,Markdown Risk
Second Base,Intimates,Women,1,44,11,275.879999242723,11,Markdown Risk
FineBrandShop,Blazers & Jackets,Women,2,44,33,250.2070016101934,16.5,Markdown Risk
Timeteo,Fashion Hoodies & Sweatshirts,Men,1,44,9,212.65200018882751,9,Markdown Risk
Affazy,Pants,Men,1,44,8,171.77600061893463,8,Markdown Risk
PUMA,Tops & Tees,Men,2,43.989999771118164,67,1030.0140933911255,33.5,Markdown Risk
Minecraft,Tops & Tees,Men,2,43.979999542236328,55,762.70130979738019,27.5,Markdown Risk
Rojas,Jumpsuits & Rompers,Women,2,43.979999542236328,13,155.22740826930865,6.5,Markdown Risk
Assassin's Creed III,Tops & Tees,Men,2,43.979999542236328,9,102.12155871884015,4.5,Markdown Risk
